"Observation_ID","mukey","muname","flood","wet","moist","dry","mucky","sandy","rock","coastal","salty","dysic","euic","Observation_Label","pedon_id","distance","taxonname","taxclname","tpiclass","elev","slope","aspect","tpi","upper","middle","lower","nativity","wetness","LRU"
"GRR.2011.GJS.6",190740,"Plainfield sand, 0 to 6 percent slopes",0,0,0,1,0,1,0,0,0,1,0,"Lake County RCA Site","C1104F05-1",6.00321091041204,"Grayling","Isotic, frigid Typic Udipsamments",2,252.224304199219,0.639470338821411,261.078002929688,0.476235002279282,0,1,0,0.982678983833718,0.0851595358741882,"96B"
"GRR.2011.GJS.7",188710,"Brady sandy loam, 1 to 4 percent slopes",0,0,1,0,0,0,0,0,0,1,0,"Calhoun County County RCA Site","C1103F07-1",12.0894735985755,"Bronson tax","Coarse-loamy, mesic Aquic Glossudalfs",3,292.133575439453,0.313328146934509,258.401947021484,0.551704823970795,1,0,0,0.995966766153102,0.316348445774997,"98A1"
"GRR.2011.GJS.8",192572,"Pipestone-Saugatuck sands, 0 to 4 percent slopes",0,0,1,0,0,1,0,0,0,1,0,"Mason County","C1103F08-1",21.297663757711,"Saugatuck","Sandy, mixed, mesic, ortstein, shallow Typic Duraquods",1,206.431106567383,1.18369400501251,340.5009765625,0.52136355638504,0,1,0,1,0.536754727223378,"96B"
"GRR.2011.GJS.9",189054,"Pipestone fine sand, 0 to 4 percent slopes",0,1,0,0,0,1,0,0,0,0,1,"Oceana County","C1103W07-1",31.7439075029598,"Kingsville","Mixed, mesic Typic Psammaquents",2,205.643707275391,0.247136637568474,314.837493896484,0.313621193170547,0,0,1,0.858801310892629,0.485346719167994,"96B"
"GRR.GJS.2011.14",186176,"Pewamo silt loam",0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,199.390609741211,0.477384865283966,338.055847167969,0.480925321578979,0,1,0,0.991671624033313,0.42823989251252,"97A"
"GRR.GJS.2011.15",2689430,"Plainfield sand, lake plain, 0 to 6 percent slopes",0,0,0,1,0,1,0,0,0,1,0,"Allegan County RCA Site: Oakville","C1101F01-1",0.368253890598279,"Plainfield (tax)","Mixed, mesic Spodic Udipsamments",2,204.565536499023,0.218846186995506,218.858444213867,0.575319111347198,1,0,0,0.998317843475335,0.214734686957996,"97A"
"GRR.GJS.2011.16",186448,"Histosols, dysic",0,1,0,0,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,253.407943725586,1.6349937915802,12.8498344421387,0.473053932189941,0,1,0,1,0.503285782167808,"96B"
"GRR.GJS.2011.17",186448,"Histosols, dysic",0,1,0,0,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,253.290603637695,0.693559229373932,29.2052059173584,0.457467883825302,0,1,0,1,0.845951983766962,"96B"
"GRR.GJS.2011.18",193255,"Spinks-Coloma sands, 0 to 6 percent slopes",0,0,0,1,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,256.875793457031,4.64452648162842,45.0575752258301,0.461935132741928,0,1,0,1,0.2297051989544,"96A"
"GRR.GJS.2011.19",189064,"Benona sand, 0 to 6 percent slopes",0,0,0,1,0,1,0,0,0,1,0,"Oceana RCA Site: Benona","C1101F05-1",16.5206661469576,"Benona","Mixed, mesic Spodic Udipsamments",2,240.819610595703,3.71785712242126,28.4114761352539,0.521922528743744,0,1,0,1,0.27135544417191,"96B"
"GRR.GJS.2011.2",188187,"Shallow sandy land",0,0,0,1,0,1,1,0,0,0,1,"Ionia County Shallow Sandy Site 2","2011MI067201",0.00507537567263451,"SND","Mixed, mesic Lithic Udipsamments",3,197.626037597656,0.508926391601562,7.80314302444458,0.363189846277237,0,0,1,NA,NA,"98A1"
"GRR.GJS.2011.75",2507495,"Plainfield sand, dunes, 18 to 60 percent slopes",0,0,0,1,0,1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,215.08073425293,25.9049205780029,163.415435791016,0.77961140871048,1,0,0,1,0.188499806630805,"97A"
"GRR.GJS.2011.76",2507506,"Plainfield sand, lake plain, 0 to 6 percent slopes",0,0,0,1,0,1,0,0,0,0,0,"Sandy Lake Plain","2008MI139T02201",4.22337300490998,"Plainfield - very gravelly substratum","Mixed, mesic Spodic Udipsamments",2,186.056259155273,1.20866250991821,102.566558837891,0.727952182292938,1,0,0,NA,NA,"97A"
"GRR.GJS.2011.78",2507492,"Plainfield sand, 0 to 6 percent slopes",0,0,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,204.263412475586,0.442118287086487,158.330978393555,0.556274950504303,1,0,0,1,0.0717884130982368,"97A"
"GRR.GJS.2012.1",192685,"Mancelona loamy sand, 0 to 2 percent slopes",0,0,0,1,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,205.244537353516,1.32491660118103,251.981384277344,0.583695352077484,1,0,0,0.919191919191919,0.25681233933162,"97A"
"GRR.GJS.2012.10",2689479,"Pipestone-Covert-Saugatuck sands, 0 to 3 percent slopes",0,0,1,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,192.091995239258,4.02764511108398,51.238597869873,0.455483883619308,0,1,0,1,0.427445484723796,"97A"
"GRR.GJS.2012.11",2689478,"Covert-Pipestone sands, 0 to 6 percent slopes",0,0,1,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,191.821746826172,0.480147302150726,264.313537597656,0.510898172855377,0,1,0,1,0.250575594781274,"97A"
"GRR.GJS.2012.12",212426,"Oakville fine sand, 18 to 45 percent slopes",1,0,1,0,0,1,0,0,0,0,0,"S12042601","2012MI005003",0.0345434844659923,"Algansee","Sandy, mixed, mesic Fluvaquentic Humaquepts",1,204.264694213867,1.63095486164093,267.573516845703,0.39955148100853,0,0,1,0.945175438596491,0.459358435700466,"97A"
"GRR.GJS.2012.13",192678,"Kawkawlin loam, 2 to 6 percent slopes",0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,199.429229736328,1.46278357505798,26.8301181793213,0.532555043697357,0,1,0,0.872935196950445,0.284054025756465,"97A"
"GRR.GJS.2012.14",192710,"Nester loam, 25 to 45 percent slopes",0,0,0,1,0,0,0,0,0,0,0,"S12051101","2012MI139004-1",0.370754347754545,"SND","Coarse-silty, mixed, mesic Typic Udorthents",2,205.530807495117,31.6689853668213,326.616851806641,0.420878320932388,0,0,1,1,0.243509349497905,"97A"
"GRR.GJS.2012.15",192706,"Perrinton loam, Lake Michigan Lobe, 2 to 6 percent slopes",0,0,0,1,0,1,0,0,0,0,1,"S12051102","2012MI139015",0.0345012045942894,"Spinks","Mixed, mesic Haplic Glossudalfs",2,195.064331054688,15.6726016998291,107.178436279297,0.352607101202011,0,0,1,1,0.238420816807448,"97A"
"GRR.GJS.2012.16",192710,"Nester loam, 25 to 45 percent slopes",0,0,0,1,0,0,0,0,0,0,1,"S12051103","2012MI139005",0.103440464031954,"Onekama","Fine, mixed, active, mesic Haplic Glossudalfs",2,189.741363525391,12.3062286376953,315.5166015625,0.173281595110893,0,0,1,1,0.247236579016864,"97A"
"GRR.GJS.2012.17",161354,"Gilford fine sandy loam",0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,208.505462646484,0.336569994688034,321.528594970703,0.472582936286926,0,1,0,1,0.652070290267501,"111B"
"GRR.GJS.2012.18",192668,"Granby fine sandy loam, lake plain, 0 to 2 percent slopes",0,1,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,190.803634643555,1.73688435554504,122.026069641113,0.47573533654213,0,1,0,NA,NA,"97A"
"GRR.GJS.2012.19",192667,"Granby loamy sand, lake plain, 0 to 2 percent slopes",0,1,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,191.753555297852,1.04668748378754,171.134887695312,0.523455083370209,0,1,0,0.994681699728767,0.585028045758585,"97A"
"GRR.GJS.2012.2",192630,"Algansee loamy sand",1,0,1,0,0,1,0,0,0,0,0,"MM01.A","2012MI139003",0,"Abscota","Mixed, mesic Oxyaquic Udipsamments",2,188.593704223633,0.915295362472534,91.1988525390625,0.266562402248383,0,0,1,0.999545661063153,0.355492062204329,"97A"
"GRR.GJS.2012.20",2763237,"Tekenink-Elmdale loamy sands, 0 to 2 percent slopes",0,0,0.5,0.5,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,273.741607666016,18.657283782959,86.2686386108398,0.469794243574142,0,1,0,0.991023339317774,0.258564671459472,"98A2"
"GRR.GJS.2012.21",2763241,"Tekenink-Spinks loamy sands, 18 to 35 percent slopes",0,0,0,1,0,0.5,0,0,0,0.5,0.5,NA,NA,NA,NA,NA,NA,264.936706542969,29.8048915863037,90.5600891113281,0.320048213005066,0,0,1,1,0.335518441768057,"98A2"
"GRR.GJS.2012.22",2763240,"Tekenink-Spinks loamy sands, 12 to 18 percent slopes",0,0,0,1,0,0.5,0,0,0,0.5,0.5,NA,NA,NA,NA,NA,NA,252.497985839844,0.181537300348282,317.228302001953,0.449534505605698,0,0,1,0.884408602150538,0.361380444319916,"98A2"
"GRR.GJS.2012.23",187112,"Houghton muck, 0 to 1 percent slopes",0,1,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,201.011749267578,1.14224803447723,292.348968505859,0.321624457836151,0,0,1,0.94280442804428,0.940190815747279,"97A"
"GRR.GJS.2012.24",187121,"Adrian muck, 0 to 1 percent slopes",0,1,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,226.30534362793,1.75403118133545,21.7611122131348,0.291273266077042,0,0,1,1,0.945172470865421,"98A1"
"GRR.GJS.2012.25",188039,"Mancelona-Chelsea loamy sands, 2 to 6 percent slopes",0,0,0,1,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,196.252410888672,4.3451361656189,31.6577911376953,0.397103816270828,0,0,1,1,0.881283530193029,"98A1"
"GRR.GJS.2012.26",187112,"Houghton muck, 0 to 1 percent slopes",0,1,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,251.347625732422,3.636061668396,348.831970214844,0.416896104812622,0,0,1,1,0.724561046708698,"98A1"
"GRR.GJS.2012.27",187191,"Kalamazoo loam, moraine, 6 to 12 percent slopes",0,0,0,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,252.513442993164,0.213603749871254,138.922241210938,0.419056326150894,0,0,1,0.993946731234867,0.608176327413684,"98A1"
"GRR.GJS.2012.28",187191,"Kalamazoo loam, moraine, 6 to 12 percent slopes",0,0,0,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,252.457656860352,0.213269799947739,311.115295410156,0.415812224149704,0,0,1,1,0.931477296075611,"98A1"
"GRR.GJS.2012.29",272697,"Tracy sandy loam, 12 to 18 percent slopes",0,0,0,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,249.056243896484,9.0910005569458,162.76513671875,0.527558922767639,0,1,0,0.998630136986301,0.358418832531671,"98A1"
"GRR.GJS.2012.3",192651,"Coloma loamy sand, 0 to 6 percent slopes",0,0,0,1,0,1,0,0,0,0,0,"MM01.01","2012MI139001",0.0675335271617037,"Chelsea","Mixed, mesic Lamellic Udipsamments",3,198.703704833984,3.33307766914368,75.8864517211914,0.550281286239624,1,0,0,0.993156934306569,0.315332718256256,"97A"
"GRR.GJS.2012.30",618534,"Tracy sandy loam, 12 to 18 percent slopes",0,0,0,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,235.977981567383,12.1675338745117,215.860794067383,0.634385943412781,1,0,0,0.992731677771048,0.270438388625592,"98A1"
"GRR.GJS.2012.31",186298,"Edwards muck, 0 to 1 percent slopes",0,1,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,206.837905883789,2.21577501296997,216.381637573242,0.306241244077682,0,0,1,0.456849728424864,0.919275380601128,"97A"
"GRR.GJS.2012.32",186332,"Kingsville loamy sand",0,1,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,207.078659057617,2.10645151138306,333.504241943359,0.486927360296249,0,1,0,1,0.259015532732003,"97A"
"GRR.GJS.2012.33",186332,"Kingsville loamy sand",0,1,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,206.814361572266,2.28334140777588,330.619750976562,0.42959988117218,0,0,1,1,0.346476374778262,"97A"
"GRR.GJS.2012.34",186374,"Houghton muck, 0 to 1 percent slopes",0,1,0,0,1,0,0,0,0,1,0,"S12062501","2012MI037001",3.94895970414335,"Pinnebog","Euic, mesic Hemic Haplosaprists",1,261.416290283203,0.317711442708969,85.3329238891602,0.386595338582993,0,0,1,1,0.87683296469239,"98A1"
"GRR.GJS.2012.35",186374,"Houghton muck, 0 to 1 percent slopes",0,1,0,0,1,0,0,0,0,1,0,"S12062502","2012MI037001",0.0345228262063988,"Pinnebog","Euic, mesic Hemic Haplosaprists",1,261.416290283203,0.317711442708969,85.3329238891602,0.386595338582993,0,0,1,1,0.769655589355801,"98A1"
"GRR.GJS.2012.36",186372,"Gilford sandy loam, 0 to 2 percent slopes, gravelly subsoil",0,1,0,0,0,0,0,0,0,0,1,"S12062503","2012MI037002",0.0506577710131585,"Gilford","Coarse-loamy over sandy or sandy-skeletal, mixed, calcareous, mesic Typic Endoaquepts",1,256.239929199219,0.391992568969727,259.987152099609,0.385011792182922,0,0,1,0.994103773584906,0.673539376910999,"98A1"
"GRR.GJS.2012.37",186372,"Gilford sandy loam, 0 to 2 percent slopes, gravelly subsoil",0,1,0,0,0,0,0,0,0,0,1,"S12062504","2012MI037002",83.4732066248572,"Gilford","Coarse-loamy over sandy or sandy-skeletal, mixed, calcareous, mesic Typic Endoaquepts",1,256.154541015625,0.463023632764816,302.843933105469,0.368804186582565,0,0,1,NA,NA,"98A1"
"GRR.GJS.2012.38",212462,"Blount silt loam, 1 to 4 percent slopes",0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,228.464813232422,1.20883166790009,350.107849121094,0.503241002559662,0,1,0,0.99031007751938,0.560696981584165,"97A"
"GRR.GJS.2012.39",212462,"Blount silt loam, 1 to 4 percent slopes",0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,228.394607543945,1.70881974697113,332.415466308594,0.526945173740387,0,1,0,0.965277777777778,0.264388741072679,"97A"
"GRR.GJS.2012.4",2689430,"Plainfield sand, lake plain, 0 to 6 percent slopes",0,0,0,1,0,1,0,0,0,0,0,"ML18.04","2012MI005001",0.421000378359717,"Plainfield","Mixed, mesic Typic Udipsamments",2,201.159545898438,0.291299968957901,154.198944091797,0.467210918664932,0,1,0,1,0.180427853045547,"97A"
"GRR.GJS.2012.40",212472,"Houghton muck, 0 to 1 percent slopes",0,1,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,196.071304321289,0.661461174488068,29.1997833251953,0.361569792032242,0,0,1,1,0.835985377916353,"97A"
"GRR.GJS.2012.41",212451,"Cohoctah silt loam",1,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,194.284484863281,0.346884399652481,60.8068923950195,0.303201943635941,0,0,1,1,0.501565900941107,"97A"
"GRR.GJS.2012.42",212427,"Oshtemo-Chelsea complex, 0 to 6 percent slopes",0,0,0,1,0,0.5,0,0,0,0,1,NA,NA,NA,NA,NA,NA,199.383850097656,7.3577880859375,11.5753154754639,0.563371181488037,1,0,0,0.998516320474777,0.365017091361094,"97A"
"GRR.GJS.2012.43",186949,"Spinks loamy sand, 0 to 6 percent slopes",0,0,0,1,0,0,0,0,0,1,0,"S12070201","2012MI027201",0.00507205081405349,"SND","Coarse-loamy, mixed, mesic Ultic Hapludalfs",3,258.928131103516,0.373525559902191,313.273071289062,0.350528240203857,0,0,1,0.993498049414824,0.25201081180376,"98A1"
"GRR.GJS.2012.44",186949,"Spinks loamy sand, 0 to 6 percent slopes",0,0,0,1,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,258.853576660156,0.451389044523239,313.276489257812,0.348576813936234,0,0,1,1,0.326003173883473,"98A1"
"GRR.GJS.2012.45",186945,"Oshtemo sandy loam, 0 to 2 percent slopes",0,0,0,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,268.756225585938,1.8662281036377,9.64632701873779,0.43425989151001,0,0,1,1,0.329739277519919,"98A1"
"GRR.GJS.2012.46",186334,"Riddles sandy loam, 6 to 12 percent slopes",0,0,0,1,0,0,0,0,0,0,1,"S12071301","2012MI159001",0.0506995277860458,"Riddles","Fine-loamy, mixed, active, mesic Typic Hapludalfs",2,244.828521728516,16.7007904052734,255.203842163086,0.64203929901123,1,0,0,0.995448338643605,0.309048801519128,"97A"
"GRR.GJS.2012.47",186123,"Marlette-Oshtemo complex, 18 to 40 percent slopes",0,0,0,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,275.042602539062,4.98674011230469,317.340423583984,0.412290692329407,0,0,1,0.994450610432852,0.294058633374206,"98A1"
"GRR.GJS.2012.48",192650,"Ceresco loam",0,0,1,0,0,0,0,0,0,0,1,"S12092601","2012MI139013",81.3617378441867,"Elmdale","Coarse-loamy, mixed, semiactive, mesic Oxyaquic Glossudalfs",1,200.833297729492,15.2830600738525,10.5264282226562,0.274768531322479,0,0,1,1,0.276095757789122,"97A"
"GRR.GJS.2012.49",192705,"Morley clay loam, 25 to 45 percent slopes, severely eroded",0,0,1,0,0,0,0,0,0,0,1,"S12092602","2012MI139013",32.8855016681552,"Elmdale","Coarse-loamy, mixed, semiactive, mesic Oxyaquic Glossudalfs",1,209.276824951172,13.248966217041,295.15185546875,0.491985648870468,0,1,0,1,0.250470723726304,"97A"
"GRR.GJS.2012.5",212438,"Morocco-Newton complex, 0 to 3 percent slopes",0,0,1,0,0,1,0,0,0,1,0,"ML18.09","2012MI005002",0.41794628069427,"Pipestone","Sandy, mixed, mesic Typic Endoaquods",1,209.404510498047,0.346698671579361,297.178802490234,0.510946094989777,0,1,0,0.995096356592949,0.350505358222082,"97A"
"GRR.GJS.2012.50",186081,"Filer loam, 18 to 35 percent slopes",0,0,0,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,287.045928955078,19.6374168395996,129.590866088867,0.522913932800293,0,1,0,0.979879275653924,0.278953890096504,"98A1"
"GRR.GJS.2012.51",186081,"Filer loam, 18 to 35 percent slopes",0,0,0,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,297.337066650391,14.910605430603,128.675765991211,0.776183128356934,1,0,0,1,0.137827255726975,"98A1"
"GRR.GJS.2012.52",186079,"Filer loam, 6 to 12 percent slopes",0,0,0,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,302.486633300781,11.1930694580078,291.293151855469,0.9301717877388,1,0,0,0.998847926267281,0.302044673935594,"98A1"
"GRR.GJS.2012.53",192705,"Morley clay loam, 25 to 45 percent slopes, severely eroded",0,0,1,0,0,0,0,0,0,0,1,"S12092603","2012MI139013",0.0506529613979433,"Elmdale","Coarse-loamy, mixed, semiactive, mesic Oxyaquic Glossudalfs",1,205.865356445312,13.4773645401001,325.61181640625,0.402126908302307,0,0,1,1,0.252355303743325,"97A"
"GRR.GJS.2012.54",192701,"Morley loam, 2 to 6 percent slopes",0,0,1,0,0,0,0,0,0,1,0,"S12092604","2012MI139014",0.0506529821101263,"Marlette","Coarse-loamy, mixed, semiactive, mesic Oxyaquic Glossudalfs",3,210.541259765625,10.871166229248,338.517761230469,0.527532041072845,0,1,0,1,0.260266044590071,"97A"
"GRR.GJS.2012.55",187380,"Sims loam",0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,245.720840454102,3.92868399620056,134.664855957031,0.457616597414017,0,1,0,1,0.324240117966037,"97A"
"GRR.GJS.2012.56",187155,"Pewamo loam",0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,229.791534423828,0.609525322914124,146.946975708008,0.284679025411606,0,0,1,1,0.695049559514718,"97A"
"GRR.GJS.2012.57",187155,"Pewamo loam",0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,230.203186035156,2.29882264137268,340.949737548828,0.357243210077286,0,0,1,1,0.262258355764444,"97A"
"GRR.GJS.2012.58",192667,"Granby loamy sand, lake plain, 0 to 2 percent slopes",0,1,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,192.538055419922,0.254586696624756,359.590850830078,0.595921158790588,1,0,0,1,0.493690055527511,"97A"
"GRR.GJS.2012.59",192674,"Iosco and Allendale loamy sands, 0 to 4 percent slopes",0,0,1,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,185.74479675293,0.115380108356476,128.911804199219,0.587526619434357,1,0,0,1,0.65375884991623,"97A"
"GRR.GJS.2012.6",192667,"Granby loamy sand, lake plain, 0 to 2 percent slopes",0,1,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,194.675003051758,0.368929326534271,304.060119628906,0.464835911989212,0,1,0,0.471577261809448,0.393395263549397,"97A"
"GRR.GJS.2012.60",192674,"Iosco and Allendale loamy sands, 0 to 4 percent slopes",0,0,1,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,184.277252197266,1.38411402702332,262.700653076172,0.58275318145752,1,0,0,0.904208005473828,0.252630448786773,"97A"
"GRR.GJS.2012.61",192667,"Granby loamy sand, lake plain, 0 to 2 percent slopes",0,1,0,0,1,0,0,0,0,1,0,"S12091901","2012MI139006",0,"Adrian","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists",2,192.216384887695,0.564885139465332,169.816253662109,0.585769414901733,1,0,0,1,0.78664288157959,"97A"
"GRR.GJS.2012.62",192667,"Granby loamy sand, lake plain, 0 to 2 percent slopes",0,0,1,0,0,1,0,0,0,0,0,"S12091902","2010MI139F063",77.3008577494169,"Morocco","Mixed, mesic Typic Psammaquents",2,192.349273681641,0.732105076313019,193.057159423828,0.586577892303467,1,0,0,1,0.502145623464538,"97A"
"GRR.GJS.2012.63",2689478,"Covert-Pipestone sands, 0 to 6 percent slopes",0,0,1,0,0,0,0,0,0,1,0,"S12091903","2012MI139008",5.18174752844168,"Brems","Mixed, mesic Oxyaquic Udipsamments",2,192.704528808594,0.351995199918747,179.915161132812,0.670652449131012,1,0,0,1,0.361410931698472,"97A"
"GRR.GJS.2012.64",3223682,"Nester soils, 12 to 25 percent slopes, lake moderated",0,0,1,0,0,0,0,0,0,1,0,"S12082801","2012MI121201",13.8361126733741,"Perrinton","Fine, mixed, active, mesic Oxyaquic Glossudalfs",3,210.921813964844,10.7759494781494,264.791931152344,0.645302355289459,1,0,0,0.998141263940521,0.251427079058314,"96B"
"GRR.GJS.2012.65",212433,"Ockley loam, 12 to 18 percent slopes",0,0,0,1,0,0,0,0,0,1,0,"S12071001","2012MI005201",9.04877386555957,"Tekenink","Fine-loamy, mixed, mesic Typic Glossudalfs",2,292.663299560547,3.824214220047,213.959060668945,0.849787890911102,1,0,0,0.992205767731878,0.262891399844203,"97A"
"GRR.GJS.2012.66",212456,"Tekenink loamy fine sand, 18 to 35 percent slopes",0,0,0,1,0,0,0,0,0,0,1,"S12071002","2012MI005202",9.43281611457465,"Tekenink","Fine-loamy, mixed, mesic Typic Glossudalfs",1,215.928863525391,12.1768636703491,16.8819999694824,0.393714278936386,0,0,1,0.997416020671835,0.29989693688388,"97A"
"GRR.GJS.2012.67",186334,"Riddles sandy loam, 6 to 12 percent slopes",0,0,0,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,247.344985961914,9.76821231842041,283.400329589844,0.722043693065643,1,0,0,1,0.280273806822479,"97A"
